사업장명,시도명,시군구명,사업장업종명,세차유형,소재지도로명주소,휴무일,평일운영시작시각,평일운영종료시각,휴일운영시작시각,휴일운영종료시각,세차요금정보,대표자명,세차장전화번호,수질허가번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
오천주유소,경기도,이천시,주유소,자동세차,경기도 이천시 마장면 서이천로 224,없음,09:00,18:00,09:00,18:00,,이영식,031-632-6669,2003-17,37.2538576784,127.3798814470,2019-07-29,4070000,경기도 이천시
프로세차장,경기도,이천시,세차장,손세차,경기도 이천시 신둔면 경충대로3160번길 9,일요일,09:00,18:00,,,,이세진,031-632-1195,1999-221,37.3086004354,127.4028499424,2019-07-29,4070000,경기도 이천시
토토버블손세차장,경기도,이천시,세차장,손세차,경기도 이천시 설봉로 15-1,일요일,09:00,18:00,,,,김선미,031-635-9741,1997-64,37.2779637818,127.4366831863,2019-07-29,4070000,경기도 이천시
에스케이셀프세차장,경기도,이천시,셀프세차장,셀프세차,경기도 이천시 부발읍 가좌로 1,없음,09:00,18:00,09:00,18:00,,김순정,031-000-0000,2013-15,37.2527483380,127.4710749109,2019-07-29,4070000,경기도 이천시
약수터주유소,경기도,이천시,주유소,자동세차,경기도 이천시 증신로 255,없음,09:00,18:00,09:00,18:00,,정세연,031-631-5567,2006-06,37.2942424050,127.4423253336,2019-07-29,4070000,경기도 이천시
㈜에스케이남이천아이씨주유소,경기도,이천시,주유소,자동세차,경기도 이천시 진상미로 1848,없음,09:00,18:00,09:00,18:00,,우병서,031-632-7930,2002-09,37.2131408160,127.4520500716,2019-07-29,4070000,경기도 이천시
신하24시 셀프 세차장,경기도,이천시,셀프세차장,셀프세차,경기도 이천시 부발읍 경충대로 2307,없음,09:00,18:00,09:00,18:00,,이영범,031-637-4700,2005-12,37.2630545313,127.4714543467,2019-07-29,4070000,경기도 이천시
신진자동차서비스,경기도,이천시,정비업소,자동세차,경기도 이천시 갈산로 100,없음,09:00,18:00,09:00,18:00,,신동식,031-637-5000,2018-09,37.2878809737,127.4637144231,2019-07-29,4070000,경기도 이천시
신둔농협주유소,경기도,이천시,주유소,자동세차,경기도 이천시 신둔면 원적로 441,없음,09:00,18:00,09:00,18:00,,조합장,031-634-6720,2010-33,37.3197088276,127.4413228218,2019-07-29,4070000,경기도 이천시
송정주유소,경기도,이천시,주유소,자동세차,경기도 이천시 증신로 302,없음,09:00,18:00,09:00,18:00,,김인회,031-636-5182,2005-06,37.2975231710,127.4396037830,2019-07-29,4070000,경기도 이천시
송정셀프세차타운,경기도,이천시,셀프세차장,셀프세차,경기도 이천시 황무로 731,없음,09:00,18:00,09:00,18:00,,김양희,031-000-0000,2016-06,37.3046565558,127.4304635985,2019-07-29,4070000,경기도 이천시
SK군산self주유소,전라북도,군산시,주유소운영업,자동세차,전라북도 군산시 중앙로 111 (중앙로2가),연중무휴,09:00,18:00,09:00,18:00,차량별 상이 방문 전 전화요망,김선경,063-446-0051,4670000-22-1997-00237,35.983342,126.716628,2019-09-06,4670000,전라북도 군산시
현대오일뱅크(주)희망등대주유소,전라북도,군산시,주유소운영업,자동세차,전라북도 군산시 번영로 202 (조촌동),연중무휴,09:00,18:00,09:00,18:00,차량별 상이 방문 전 전화요망,대표이사,063-452-0930,4670000-22-1997-00231,35.962471,126.739521,2019-09-06,4670000,전라북도 군산시
둘리카셀프세차장,전라북도,군산시,자동차세차업,셀프세차,전라북도 군산시 축동로 138 (서흥남동),연중무휴,09:00,18:00,09:00,18:00,차량별 상이 방문 전 전화요망,박헌규,063-462-7885,4670000-22-1997-00230,35.971745,126.710934,2019-09-06,4670000,전라북도 군산시
유한회사골드주유소,전라북도,군산시,주유소운영업,자동세차,전라북도 군산시 구암3.1로 161 (경암동),연중무휴,09:00,18:00,09:00,18:00,차량별 상이 방문 전 전화요망,성화정,063-443-5151,4670000-22-1997-00224,35.981808,126.736991,2019-09-06,4670000,전라북도 군산시
중앙로주유소,전라북도,군산시,주유소운영업,자동세차,전라북도 군산시 중앙로 188 (중앙로1가),연중무휴,09:00,18:00,09:00,18:00,차량별 상이 방문 전 전화요망,장경국,063-446-5154,4670000-22-1997-00223,35.988076,126.710506,2019-09-06,4670000,전라북도 군산시
은파주유소,전라북도,군산시,주유소운영업,자동세차,전라북도 군산시 대학로 426 (나운동),연중무휴,09:00,18:00,09:00,18:00,차량별 상이 방문 전 전화요망,최태영,063-468-5147,4670000-22-1997-00213,35.956818,126.688601,2019-09-06,4670000,전라북도 군산시
호원대입구주유소,전라북도,군산시,주유소운영업,자동세차,전라북도 군산시 대야면 번영로 1238,연중무휴,09:00,18:00,09:00,18:00,차량별 상이 방문 전 전화요망,이은주,063-451-6359,4670000-22-1997-00211,35.938189,126.846658,2019-09-06,4670000,전라북도 군산시
조은카세차장,전라북도,군산시,자동차세차업,손세차,전라북도 군산시 백토로 349-7 (문화동),일요일,09:00,18:00,,,차량별 상이 방문 전 전화요망,조승원,063-466-3795,4670000-22-1996-00201,35.971703,126.705033,2019-09-06,4670000,전라북도 군산시
동진세차장,전라남도,순천시,자동차세차업,손세차,전라남도 순천시 충효로 5  (덕암동),일요일,09:00,18:00,,,"25,000",김종출,,4820000-22-2006-00018,34.940562,127.510809,2019-08-28,4820000,전라남도 순천시
동방카정비세차장,전라남도,순천시,자동차세차업,손세차,전라남도 순천시 강변로 1025 (가곡동),일요일,09:00,18:00,,,"25,000",홍완호,061-752-4167,4820000-22-2006-00012,34.985158,127.479091,2019-08-28,4820000,전라남도 순천시
은세차장,전라남도,순천시,자동차세차업,손세차,전라남도 순천시 봉화3길 6  카센타 (조례동),일요일,09:00,18:00,,,"25,000",송은지,,4820000-22-2005-00013,34.961128,127.519406,2019-08-28,4820000,전라남도 순천시
대성에너지,경기도,양평군,주유소,자동세차,경기도 양평군 강상면 강남로 682,,10:00,18:00,10:00,18:00,,"김재현, 김재우",031-774-6880,07-Sep,37.4974205850,127.4561865802,2020-05-26,4170000,경기도 양평군
강하주유소,경기도,양평군,주유소,자동세차,경기도 양평군 강하면 강남로 289,,10:00,18:00,10:00,18:00,,우명신,031-771-5859,08-Feb,37.5003302820,127.4178489287,2020-05-26,4170000,경기도 양평군
성일유니온㈜성일주유소,경기도,양평군,주유소,자동세차,경기도 양평군 양평읍 경강로 2029,,10:00,18:00,10:00,18:00,,서용근,031-774-3014,08-Jun,37.5010173672,127.5049141127,2020-05-26,4170000,경기도 양평군
쌍용손세차장,경기도,양평군,세차장,손세차,경기도 양평군 양평읍 중앙로 59,,10:00,18:00,10:00,18:00,,김평중,031-772-3121,11-Jan,37.495692,127.4956954145,2020-05-26,4170000,경기도 양평군
양평농업협동조합(세차장),경기도,양평군,주유소,자동세차,경기도 양평군 양평읍 중앙로 182,,10:00,18:00,10:00,18:00,,윤세기,031-775-5153,12-Feb,37.490762,127.5080424498,2020-05-26,4170000,경기도 양평군
보람카세차장,전라남도,순천시,자동차세차업,손세차,전라남도 순천시 신월큰길 40 (조례동),일요일,09:00,18:00,,,"25,000",이미숙,,4820000-22-2005-00007,34.960936,127.517056,2019-08-28,4820000,전라남도 순천시
붕붕카세차장,전라남도,순천시,자동차세차업,손세차,전라남도 순천시 연향번영4길 8 (연향동),일요일,09:00,18:00,,,"25,000",서왕석,,4820000-22-2004-00005,34.946724,127.515851,2019-08-28,4820000,전라남도 순천시
동서세차장,전라남도,순천시,자동차세차업,손세차,전라남도 순천시 비봉2길 4-40 (조례동),일요일,09:00,18:00,,,"25,000",박성길,,4820000-22-2004-00002,34.974124,127.521745,2019-08-28,4820000,전라남도 순천시
창수손세차장,전라남도,순천시,자동차세차업,손세차,전라남도 순천시 유동1길 21 (조례동),일요일,09:00,18:00,,,"25,000",김창수,061-723-1365,4820000-22-2003-00026,34.953901,127.517201,2019-08-28,4820000,전라남도 순천시
산단세차장,전라남도,순천시,자동차세차업,손세차,전라남도 순천시 해룡면 여순로 1166,일요일,09:00,18:00,,,"25,000",정대한,061-724-9551,4820000-22-2003-00024,34.892084,127.563906,2019-08-28,4820000,전라남도 순천시
차사랑주유소,전라북도,정읍시,주유소,자동세차,전라북도 정읍시 정읍남로 1344 (시기동),,,,,,,이민선,063-533-0766,1995-043,35.5587432,126.8497120515,2020-01-31,4690000,전라북도 정읍시
손 세차장,전라북도,정읍시,자동차 세차업,손세차,전라북도 정읍시 샘골로 182 (수성동),,,,,,,왕은아,063-533-2587,2012-002,35.58427681,126.8618849,2020-01-31,4690000,전라북도 정읍시
향기로운주유소,전라북도,정읍시,주유소,자동세차,전라북도 정읍시 마곡로 4 (수성동),,,,,,,조주연,,2009-006,35.5877997880,126.8593896291,2020-01-31,4690000,전라북도 정읍시
샘골에스지,전라북도,정읍시,주유소,자동세차,전라북도 정읍시 수성택지1길 63(수성동),,,,,,,최용석,063-531-5192,2005-006,35.5770587,126.854453,2020-01-31,4690000,전라북도 정읍시
월드셀프세차장,전라북도,정읍시,셀프세차장,셀프세차,전라북도 정읍시 샘골로 83 (수성동),,,,,,,홍하왕,063-533-5801,2002-010,35.577667,126.8549237637,2020-01-31,4690000,전라북도 정읍시
개미세차장,전라북도,정읍시,자동차 세차업,손세차,전라북도 정읍시 중앙1길 20(수성동),,,,,,,김연순,063-533-3757,1992-008,35.5693081687,126.8498997621,2020-01-31,4690000,전라북도 정읍시
동화세차장,전라북도,정읍시,자동차 세차업,손세차,전라북도 정읍시 서성길 8-1 (수성동),,,,,,,김정복,063-532-3658,1992-011,35.5704179,126.8509546,2020-01-31,4690000,전라북도 정읍시
대흥세차장,전라북도,정읍시,자동차 세차업,손세차,전라북도 정읍시 서성길 5 (수성동),,,,,,,김백명,063-535-2177,1982-005,35.5707733770,126.8511104898,2020-01-31,4690000,전라북도 정읍시
크린피아세차장,전라북도,정읍시,자동차 세차업,손세차,전라북도 정읍시 수성택지6길 3 (수성동),,,,,,,이희석,063-533-2022,2004-005,35.580551,126.8576492,2020-01-31,4690000,전라북도 정읍시
명품셀프세차타운,전라북도,정읍시,셀프세차장,셀프세차,전라북도 정읍시 충정로 41-5 (상동),,,,,,,방규헌,063-535-5614,2010-016,35.5577505,126.8704056708,2020-01-31,4690000,전라북도 정읍시
만땅주유소,전라북도,정읍시,주유소,자동세차,전라북도 정읍시 충정로 585 (용계동),,,,,,,권성오,063-535-4300,2008-007,35.5856158327,126.8242495,2020-01-31,4690000,전라북도 정읍시
반도세차장,전라북도,정읍시,자동차 세차업,손세차,전라북도 정읍시 서부산업도로 354 (연지동),,,,,,,구영민,063-532-0370,1997-123,35.5786384764,126.8470977436,2020-01-31,4690000,전라북도 정읍시
서부세차장,전라북도,정읍시,자동차 세차업,손세차,전라북도 정읍시 서부산업도로 362 (연지동),,,,,,,김미호,063-537-2657,1993-014,35.5791691244,126.8476395394,2020-01-31,4690000,전라북도 정읍시
정주가스충전소,전라북도,정읍시,주유소,자동세차,전라북도 정읍시 벚꽃로 167 (연지동),,,,,,,박쾌숙외 2인,063-532-1101,1998-130,35.5734236587,126.8348623322,2020-01-31,4690000,전라북도 정읍시
터미널주유소,전라북도,정읍시,주유소,자동세차,전라북도 정읍시 서부로 29(연지동),,,,,,,신영숙(이성열),063-538-2811,1995-046,35.5709041,126.8454274,2020-01-31,4690000,전라북도 정읍시
아우토반 세차장,전라북도,정읍시,자동차 세차업,손세차,전라북도 정읍시 서부로 19 (연지동),,,,,,,최중석(서영하),,1994-027,35.5702271,126.8449868734,2020-01-31,4690000,전라북도 정읍시
원세차장,전라북도,정읍시,자동차 세차업,손세차,전라북도 정읍시 서부산업도로 356 (연지동),,,,,,,김계현(이해란),063-532-8500,1994-036,35.5787827,126.8473355,2020-01-31,4690000,전라북도 정읍시
신태인 종합세차장,전라북도,정읍시,자동차세차업,손세차,전라북도 정읍시 신태인읍 신태인중앙로 53 (신태인리),,,,,,,이동금,063-571-7333,1994-037,35.6895521,126.8908742051,2020-01-31,4690000,전라북도 정읍시
송학주유소,전라북도,정읍시,주유소,자동세차,전라북도 정읍시 신태인읍 신태인중앙로 69 (신태인리),,,,,,,김은주,063-571-5111,2007-007,35.6896936107,126.8923102768,2020-01-31,4690000,전라북도 정읍시
금화세차장,전라북도,정읍시,자동차 세차업,손세차,전라북도 정읍시 신태인읍 석지로 746-8(신태인리),,,,,,,서옥대,063-571-2762,2007-011,35.6947004038,126.8837873587,2020-01-31,4690000,전라북도 정읍시
한일주유소,전라북도,정읍시,주유소,자동세차,전라북도 정읍시 신태인읍 감곡로 138 (백산리),,,,,,,박민수,063-571-3500,2007-001,35.6994661822,126.9040171,2020-01-31,4690000,전라북도 정읍시
오토샤인,전라북도,정읍시,자동차 세차업,손세차,전라북도 정읍시 천변로 274 (시기동),,,,,,,김복실,,2010-003,35.5594239239,126.8568841,2020-01-31,4690000,전라북도 정읍시
관통주유소,전라북도,정읍시,주유소,자동세차,전라북도 정읍시 관통로 54 (시기동),,,,,,,박래수,063-535-0006,1995-044,35.5625301047,126.8585954777,2020-01-31,4690000,전라북도 정읍시
호남세차장,전라북도,정읍시,자동차 세차업,손세차,전라북도 정읍시 정읍남로 1309(시기동),,,,,,,김정순,063-533-0061,1998-133,35.5586818,126.8454504255,2020-01-31,4690000,전라북도 정읍시
대원세차장,충청북도,청주시,자동차 세차업,,충청북도 청주시 흥덕구 월명로 93 (송정동),,,,,,,,043-263-8703,5730000-22-1987-00008,36.6430104616,127.4533071607,2020-06-30,5710000,충청북도 청주시
기성세차장,충청북도,청주시,자동차 세차업,,충청북도 청주시 흥덕구 직지대로 602 (봉명동),,,,,,,,043-265-2599,5730000-22-1988-00001,36.6428230439,127.4598857228,2020-06-30,5710000,충청북도 청주시
SK네트웍스(주)서원경주유소,충청북도,청주시,주유소 운영업,,충청북도 청주시 흥덕구 직지대로 579 (봉명동),,,,,,,,043-274-2505,5730000-22-1990-00001,36.6436838823,127.457241,2020-06-30,5710000,충청북도 청주시
우리세차장,충청북도,청주시,자동차 수리업,,충청북도 청주시 흥덕구 과상미로9번길 7 (봉명동),,,,,,,,043-262-1185,5730000-22-1992-00001,36.6434554071,127.461384,2020-06-30,5710000,충청북도 청주시
비하세차장,충청북도,청주시,자동차 세차업,,충청북도 청주시 흥덕구 2순환로 1066 (비하동),,,,,,,,043-233-9440,5730000-22-1992-00002,36.6395571947,127.4219465007,2020-06-30,5710000,충청북도 청주시
24손수세차타운,충청북도,청주시,자동차 세차업,,충청북도 청주시 흥덕구 직지대로 656 (봉명동),,,,,,,,043-267-1956,5730000-22-1993-00001,36.6424760213,127.4657073696,2020-06-30,5710000,충청북도 청주시
두진세차장,충청북도,청주시,자동차 세차업,,충청북도 청주시 흥덕구 1순환로 394 (신봉동),,,,,,,,043-000-0000,5730000-22-1995-00005,36.6558720685,127.4716888081,2020-06-30,5710000,충청북도 청주시
길손세차,충청북도,청주시,주유소 운영업,,충청북도 청주시 흥덕구 직지대로 677 (봉명동),,,,,,,,043-000-0000,5730000-22-1997-00001,36.6431720551,127.4683729559,2020-06-30,5710000,충청북도 청주시
